,date,id,tweet,userid
47,2017-04-21 15:35:56,855445002868207617,"@MTA , @ConEdison Working to Find Cause of Subway Power Outage
@PBS @ThirteenWNET
http://bit.ly/2pMsItl ",b'MetroFocus'
48,2017-04-21 15:24:05,855442020504154112,Raise your hand if you've been personally victimized by the @ConEdison power outage at 7 Av-53 St.,b'brianbrownbear'
49,2017-04-21 15:23:53,855441969950183425,.@ConEdison crews at scene of #subway power outage at 7 Av-53 St in Midtown via @NYCTSubway. http://spcne.ws/V7wPE4S pic.twitter.com/kXI5SrV1fN,b'NY1'
50,2017-04-21 14:38:34,855430563590811649,@ConEdison 53rd & 7. Power outage. Thanks a lot. Disgrace,b'budapest411'
51,2017-04-21 14:17:35,855425285289902080,Almost all lettered trains not working from power outage at 53rd and 7th. @MTA blaming @ConEdison. What a mess.,b'snowandbass'
52,2017-04-21 14:12:27,855423993511366659,150 minutes to get to midtown ...it usually  takes me 40 min... apparently a @ConEdison power outage @MTA scrambling  #HappyFriday,b'FloJocou'
53,2017-04-21 13:25:03,855412065326030848,"Sources report a power outage in Manhattan.
CC @ConEdison",b'aussietorres'
54,2017-04-03 03:49:03,848744127248433153,NotifyNYC: .ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
55,2017-04-03 03:48:40,848744032524283904,.@ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
56,2017-03-28 15:39:35,846748609932673025,NotifyNYC: .ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
57,2017-03-28 15:36:18,846747786070536192,.@ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
58,2017-03-26 23:07:21,846136521283551232,NotifyNYC: .ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
59,2017-03-26 22:57:38,846134073798086658,.@ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
60,2017-05-01 18:31:21,859113024573112324,NotifyNYC: .ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
61,2017-05-01 18:28:28,859112299184914433,.@ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
62,2017-04-26 10:29:17,857179770538397698,"NotifyNYC: .ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
63,2017-04-26 10:25:22,857178784885329920,".@ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
64,2017-04-24 15:45:51,856534659622109188,.@ConEdison says cable failure caused Friday's masive #subway power outage. http://spcne.ws/ioVnLTD pic.twitter.com/iXTL0QtLNL,b'NY1'
65,2017-04-21 19:30:51,855504119167033344,According to @conedison there is no serious power outage in #newyork https://apps.coned.com/stormcenter/external/default.html …,b'johnguilfoil'
66,2017-04-21 16:09:52,855453542177484802,".@MTA trains running after @ConEdison power outage ""Extensive delays"" on these lines #abc7nypic.twitter.com/SXPUzEyyLP",b'TimFleischer7'
67,2017-04-21 15:35:56,855445002868207617,"@MTA , @ConEdison Working to Find Cause of Subway Power Outage
@PBS @ThirteenWNET
http://bit.ly/2pMsItl ",b'MetroFocus'
68,2017-04-21 15:24:05,855442020504154112,Raise your hand if you've been personally victimized by the @ConEdison power outage at 7 Av-53 St.,b'brianbrownbear'
69,2017-04-21 15:23:53,855441969950183425,.@ConEdison crews at scene of #subway power outage at 7 Av-53 St in Midtown via @NYCTSubway. http://spcne.ws/V7wPE4S pic.twitter.com/kXI5SrV1fN,b'NY1'
70,2017-04-21 14:38:34,855430563590811649,@ConEdison 53rd & 7. Power outage. Thanks a lot. Disgrace,b'budapest411'
71,2017-04-21 14:17:35,855425285289902080,Almost all lettered trains not working from power outage at 53rd and 7th. @MTA blaming @ConEdison. What a mess.,b'snowandbass'
72,2017-04-21 14:12:27,855423993511366659,150 minutes to get to midtown ...it usually  takes me 40 min... apparently a @ConEdison power outage @MTA scrambling  #HappyFriday,b'FloJocou'
73,2017-04-21 13:25:03,855412065326030848,"Sources report a power outage in Manhattan.
CC @ConEdison",b'aussietorres'
74,2017-04-03 03:49:03,848744127248433153,NotifyNYC: .ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
75,2017-04-03 03:48:40,848744032524283904,.@ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
76,2017-03-28 15:39:35,846748609932673025,NotifyNYC: .ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
77,2017-03-28 15:36:18,846747786070536192,.@ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
78,2017-03-26 23:07:21,846136521283551232,NotifyNYC: .ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
79,2017-03-26 22:57:38,846134073798086658,.@ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
80,2017-05-01 18:31:21,859113024573112324,NotifyNYC: .ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
81,2017-05-01 18:28:28,859112299184914433,.@ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
82,2017-04-26 10:29:17,857179770538397698,"NotifyNYC: .ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
83,2017-04-26 10:25:22,857178784885329920,".@ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
84,2017-04-24 15:45:51,856534659622109188,.@ConEdison says cable failure caused Friday's masive #subway power outage. http://spcne.ws/ioVnLTD pic.twitter.com/iXTL0QtLNL,b'NY1'
85,2017-04-21 19:30:51,855504119167033344,According to @conedison there is no serious power outage in #newyork https://apps.coned.com/stormcenter/external/default.html …,b'johnguilfoil'
86,2017-04-21 16:09:52,855453542177484802,".@MTA trains running after @ConEdison power outage ""Extensive delays"" on these lines #abc7nypic.twitter.com/SXPUzEyyLP",b'TimFleischer7'
87,2017-04-21 15:35:56,855445002868207617,"@MTA , @ConEdison Working to Find Cause of Subway Power Outage
@PBS @ThirteenWNET
http://bit.ly/2pMsItl ",b'MetroFocus'
88,2017-04-21 15:24:05,855442020504154112,Raise your hand if you've been personally victimized by the @ConEdison power outage at 7 Av-53 St.,b'brianbrownbear'
89,2017-04-21 15:23:53,855441969950183425,.@ConEdison crews at scene of #subway power outage at 7 Av-53 St in Midtown via @NYCTSubway. http://spcne.ws/V7wPE4S pic.twitter.com/kXI5SrV1fN,b'NY1'
90,2017-04-21 14:38:34,855430563590811649,@ConEdison 53rd & 7. Power outage. Thanks a lot. Disgrace,b'budapest411'
91,2017-04-21 14:17:35,855425285289902080,Almost all lettered trains not working from power outage at 53rd and 7th. @MTA blaming @ConEdison. What a mess.,b'snowandbass'
92,2017-04-21 14:12:27,855423993511366659,150 minutes to get to midtown ...it usually  takes me 40 min... apparently a @ConEdison power outage @MTA scrambling  #HappyFriday,b'FloJocou'
93,2017-04-21 13:25:03,855412065326030848,"Sources report a power outage in Manhattan.
CC @ConEdison",b'aussietorres'
94,2017-04-03 03:49:03,848744127248433153,NotifyNYC: .ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
95,2017-04-03 03:48:40,848744032524283904,.@ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
96,2017-03-28 15:39:35,846748609932673025,NotifyNYC: .ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
97,2017-03-28 15:36:18,846747786070536192,.@ConEdison ConEd is responding to a power outage in SI; ZIP 10314.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
98,2017-03-26 23:07:21,846136521283551232,NotifyNYC: .ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
99,2017-03-26 22:57:38,846134073798086658,.@ConEdison is responding to a power outage in SI ZIP code 10305.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
100,2017-05-01 18:31:21,859113024573112324,NotifyNYC: .ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
101,2017-05-01 18:28:28,859112299184914433,.@ConEdison is responding to a power outage in BX ZIP 10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'NotifyNYC'
102,2017-04-26 10:29:17,857179770538397698,"NotifyNYC: .ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-8… http://on.nyc.gov/22lyehC ",b'EastCoast911IA'
103,2017-04-26 10:25:22,857178784885329920,".@ConEdison is responding to a power outage in Wakefield, BX ZIPs 10467,10466.  Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC ",b'NotifyNYC'
104,2017-04-24 15:45:51,856534659622109188,.@ConEdison says cable failure caused Friday's masive #subway power outage. http://spcne.ws/ioVnLTD pic.twitter.com/iXTL0QtLNL,b'NY1'
105,2017-04-21 19:30:51,855504119167033344,According to @conedison there is no serious power outage in #newyork https://apps.coned.com/stormcenter/external/default.html …,b'johnguilfoil'
106,2017-04-21 16:09:52,855453542177484802,".@MTA trains running after @ConEdison power outage ""Extensive delays"" on these lines #abc7nypic.twitter.com/SXPUzEyyLP",b'TimFleischer7'
107,2017-04-21 15:35:56,855445002868207617,"@MTA , @ConEdison Working to Find Cause of Subway Power Outage
@PBS @ThirteenWNET
http://bit.ly/2pMsItl ",b'MetroFocus'
108,2017-04-21 15:24:05,855442020504154112,Raise your hand if you've been personally victimized by the @ConEdison power outage at 7 Av-53 St.,b'brianbrownbear'
109,2017-04-21 15:23:53,855441969950183425,.@ConEdison crews at scene of #subway power outage at 7 Av-53 St in Midtown via @NYCTSubway. http://spcne.ws/V7wPE4S pic.twitter.com/kXI5SrV1fN,b'NY1'
110,2017-04-21 14:38:34,855430563590811649,@ConEdison 53rd & 7. Power outage. Thanks a lot. Disgrace,b'budapest411'
111,2017-04-21 14:17:35,855425285289902080,Almost all lettered trains not working from power outage at 53rd and 7th. @MTA blaming @ConEdison. What a mess.,b'snowandbass'
112,2017-04-21 14:12:27,855423993511366659,150 minutes to get to midtown ...it usually  takes me 40 min... apparently a @ConEdison power outage @MTA scrambling  #HappyFriday,b'FloJocou'
113,2017-04-21 13:25:03,855412065326030848,"Sources report a power outage in Manhattan.
CC @ConEdison",b'aussietorres'
114,2017-04-03 03:49:03,848744127248433153,NotifyNYC: .ConEdison ConEd is responding to a power outage in QN; ZIP 11414. Report service loss: 1-800-75-CONED. http://on.nyc.gov/22lyehC .,b'EastCoast911IA'
